url,release_number,release_date,num_files,total_uncompressed_size,num_entries,num_bases,error
https://www.ncbi.nlm.nih.gov/genbank/release/205/,205.0,2014-12-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/206/,206.0,2015-02-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/207/,207.0,2015-04-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/208/,208.0,2015-06-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/209/,209.0,2015-08-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/210/,210.0,2015-10-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/211/,211.0,2015-12-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/212/,212.0,2016-02-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/213/,213.0,2016-04-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/214/,214.0,2016-06-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/215/,215.0,2016-08-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/216/,216.0,2016-10-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/217/,217.0,2016-12-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/218/,218.0,2017-02-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/219/,219.0,2017-04-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/220/,220.0,2017-06-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/221/,221.0,2017-08-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/222/,222.0,2017-10-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/223/,223.0,2017-12-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/224/,224.0,2018-02-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/225/,225.0,2018-04-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/226/,226.0,2018-06-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/227/,227.0,2018-08-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/228/,228.0,2018-10-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/229/,229.0,2018-12-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/230/,230.0,2019-02-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/231/,231.0,2019-04-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/232/,232.0,2019-06-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/233/,233.0,2019-08-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/234/,234.0,2019-10-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/235/,235.0,2019-12-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/236/,236.0,2020-02-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/237/,237.0,2020-04-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/238/,238.0,2020-06-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/239/,239.0,2020-08-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/240/,240.0,2020-10-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/241/,241.0,2020-12-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/242/,242.0,2021-02-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/243/,243.0,2021-04-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/244/,244.0,2021-06-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/245/,245.0,2021-08-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/246/,246.0,2021-10-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/247/,247.0,2021-12-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/248/,248.0,2022-02-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/249/,249.0,2022-04-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/250/,250.0,2022-06-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/251/,251.0,2022-08-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/252/,252.0,2022-10-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/253/,253.0,2022-12-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/254/,254.0,2023-02-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/255/,255.0,2023-04-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/256/,256.0,2023-06-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/257/,257.0,2023-08-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/258/,258.0,2023-10-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/259/,259.0,2023-12-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/260/,260.0,2024-04-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/261/,261.0,2024-06-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/262/,262.0,2024-08-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/263/,263.0,2024-10-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/264/,264.0,2024-12-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/265/,265.0,2025-02-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/266/,266.0,2025-04-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/267/,267.0,2025-06-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/268/,268.0,2025-08-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/269/,269.0,2025-12-15,2,,3,1,
https://www.ncbi.nlm.nih.gov/genbank/release/270/,270.0,2026-02-15,2,,3,1,
